,Created-At,From-User,From-User-Id,To-User,To-User-Id,Language,Source,Text,Geo-Location-Latitude,Geo-Location-Longitude,Retweet-Count,Id,sentiment
17,10/5/17 4:09 PM,?????? ????????,289277766.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158665913126952e+17,4
18,10/5/17 4:09 PM,hamishharvey,18583247.0,hamishharvey,18583247.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"@Huawei @CPWTweets - you too - phone bought SIM free from you, you told me to get a repair from Huawei. It's actual� https://t.co/dZGrUBZpxQ",,,0.0,9.158664010045563e+17,0
19,10/5/17 4:08 PM,????@????????,3171364322.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158662259676365e+17,0
20,10/5/17 4:08 PM,xali,630875219.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158661689419612e+17,4
21,10/5/17 4:07 PM,fusionelectronix.com,1444346588.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"Huawei Honor 9i: Specs, four cameras, price and everything you need to know - India Today: https://t.co/snIuRksG08",,,0.0,9.158659549737533e+17,4
22,10/5/17 4:07 PM,Roslund???,202543176.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158659396562862e+17,4
23,10/5/17 4:06 PM,Huawei Mobile,167324989.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158657557276795e+17,0
24,10/5/17 4:06 PM,Nisha,2879119082.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for�?17999 https://t.co/rTN5WhXNgf https://t.co/aLnPc5j7Iv,,,0.0,9.158657266778112e+17,4
25,10/5/17 4:06 PM,Mobipro360,8.107815477669724e+17,,-1.0,en,<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>,"#Huawei #Honor9i with Four Cameras and Kirin 659 released in India at Rs. 17,999 ($277). https://t.co/dKDuxQuK2z� https://t.co/HDOdeM5hlF",,,0.0,9.158657139565732e+17,4
26,10/5/17 4:06 PM,Nayan Mishra,1092187465.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for�?17999 https://t.co/oYYtAC8KBa https://t.co/yMUDbg2kuU,,,0.0,9.158657021915096e+17,4
27,10/5/17 4:06 PM,GadgetOx,1743147884.0,,-1.0,en,<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>,Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for�?17999 https://t.co/awBziZT4PF https://t.co/UQUsXAgNts,,,0.0,9.158656939119534e+17,4
28,10/5/17 4:06 PM,Rodent950,3880231565.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Huawei mate 10 pro live pics https://t.co/3hjASeWgSH,,,0.0,9.158656665525084e+17,4
29,10/5/17 4:06 PM,hamishharvey,18583247.0,hamishharvey,18583247.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"@Huawei Classic big company experience - take the money, then treat the customer with utter contempt.",,,0.0,9.158656603617075e+17,0
30,10/5/17 4:04 PM,? Mol ?,38686528.0,,-1.0,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"This Huawei handset goes with many names: Honor 9i in India, Maimang 6 in China, Nova 2i in Malaysia.

for Indonesia = Huawei Wetrying",,,0.0,9.158651525739969e+17,4
31,10/5/17 4:03 PM,hamishharvey,18583247.0,hamishharvey,18583247.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"@Huawei The case was 'escalated' 8 days ago, to find out what was going on. Nothing since. Just asked again. No more info.",,,0.0,9.158649586295027e+17,0
32,10/5/17 4:02 PM,hamishharvey,18583247.0,Huawei,98047213.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,@Huawei have had my phone now for a month. It's 'awaiting parts' - it's less than a year old.,,,0.0,9.158646584306278e+17,0
33,10/5/17 4:01 PM,MATROJA Rudra,366815823.0,_MrsMusic,579020772.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,@_MrsMusic Huawei/meizu and all those Chinese brands have absolutely no real support in case of an issue (and there� https://t.co/BEPfm2Xwsb,,,0.0,9.158645725647872e+17,4
34,10/5/17 4:01 PM,Huawei Middle East,377238059.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"We are launching a WhitePaper w/ @Deloitte on #DigitalTransformation during #HID17, 08-OCT. REGISTER HERE to attend� https://t.co/81aDIbSsxs",,,1.0,9.15864562980868e+17,4
35,10/5/17 4:01 PM,Max Colin,4328518641.0,,-1.0,en,<a href='http://www.google.com/' rel='nofollow'>Google</a>,Take A Look At fresh Huawei cell smartphone Mate ten Pro Renders https://t.co/9Qw799G880,,,0.0,9.15864459322765e+17,4
36,10/5/17 4:00 PM,Joey,176786505.0,Super_Ba_Ngezah,117065934.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Super_Ba_Ngezah @Kucci_hearty Mwansa... Huawei....  Its for my eyes only,,,0.0,9.158643213511762e+17,4
37,10/5/17 4:00 PM,Deepanker Verma,66787992.0,,-1.0,en,<a href='https://social.techlomedia.in/' rel='nofollow'>TMedia Social</a>,"RT @TheTechloMedia: Huawei Honor 9i with 5.9 inch FullView Display & 4 cameras launched https://t.co/1XHPTIRt1Q 
#Honor #Honor9i #ExploreWi�",,,6.0,9.158642507274527e+17,4
38,10/5/17 3:59 PM,KiNg LiSA,2419586831.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,Working with Chinese people is so hectic. Huawei guys can make u cry,,,0.0,9.158638967155343e+17,0
39,10/5/17 3:57 PM,IndiaTodayTech,4891628773.0,,-1.0,en,<a href='http://www.hootsuite.com' rel='nofollow'>Hootsuite</a>,"Huawei Honor 9i: Specs, four cameras, price and everything you need to know, writes @shobhit_tech 

https://t.co/MJtalG4vkY",,,0.0,9.158634258588915e+17,4
40,10/5/17 3:57 PM,mdroid,2387480204.0,,-1.0,en,<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>,"For those who have yet to witness the beauty of Huawei Nova 2i, check out its looks from different angle here ! 
https://t.co/Ed4H1JMnaJ",,,0.0,9.158633972075602e+17,4
41,10/5/17 3:55 PM,Gulshan Yadav,2184926258.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @thisisgulshan: Huawei Beats #Apple to Become Top #Smartphone Brand in China: Survey https://t.co/4xgSZlhlyg,,,1.0,9.158630475534336e+17,4
42,10/5/17 3:55 PM,L U D W E ??,2783477104.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,I don't know if is this Huawei or MTN who's chowing my DATA,,,0.0,9.158629655759954e+17,0
43,10/5/17 3:54 PM,tricksandtech,8.839601194904659e+17,,-1.0,en,<a href='http://www.google.com/' rel='nofollow'>Google</a>,Huawei Honor 9i ||04/10/2017 (LAUNCHED TODAY)||: https://t.co/JHPW910D89 via @YouTube,,,0.0,9.158627325278822e+17,4
44,10/5/17 3:53 PM,Tullia Capovilla,228708925.0,,-1.0,en,<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>,"RT @SAPInMemory: HANA express edition is now available in Google Cloud Launcher, Huawei Cloud, and Microsoft Azure Marketplace! https://t.c�",,,6.0,9.15862438171562e+17,0
45,10/5/17 3:51 PM,Panoply Digital,3005603707.0,,-1.0,en,<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>,Digital divides and accumulated advantage: Huawei Global #Connectivity Index & Business of #Education in #Africa� https://t.co/rbpKKzSUTV,,,0.0,9.158619052684657e+17,4
46,10/5/17 3:49 PM,iiNet,16464855.0,goilea,24066001.0,en,<a href='http://engager.brandembassy.com/' rel='nofollow'>Social Care</a>,@goilea https://t.co/Q9bt7PK6EA - For NBN HFC connections we only support the Cable Gateway supplied by us (Huawei HG659) - @ii_cMay,,,0.0,9.158615847020419e+17,4
47,10/5/17 3:48 PM,ITUstad.com,3008954304.0,,-1.0,en,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,Huawei Mobile Is Not Turning On Or Charging. Plz Help https://t.co/Gs5be8euZZ,,,0.0,9.158612650161645e+17,0
48,10/5/17 3:47 PM,?????? ????????,289277766.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC�,,,27.0,9.158609146618675e+17,4
49,10/5/17 3:46 PM,Aju,7.900798341899182e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @gadgetstouse: Huawei Honor 9i first impressions: More than just good cameras https://t.co/QBggxifzxC https://t.co/2EiWvpl0ID,,,1.0,9.158607142914744e+17,4
50,10/5/17 3:45 PM,OnlineBiz Motivation,8.377979388438241e+17,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,Huawei Honor 9i with four cameras launched in India at Rs 17999 https://t.co/M79Y2mjifw,,,0.0,9.158606005463654e+17,4
51,10/5/17 3:45 PM,Enrique Marron,172378076.0,,-1.0,en,<a href='http://www.linkedin.com/' rel='nofollow'>LinkedIn</a>,Huawei starting to get serious about Blockchain technology. https://t.co/Z8oJcm1oTr,,,0.0,9.15860490814935e+17,0
52,10/5/17 3:43 PM,Phil Owen,25659776.0,,-1.0,en,<a href='http://www.tweetings.net' rel='nofollow'>Tweetings for Android</a>,"#Mersey sunrise, #Liverpool #huawei https://t.co/NSSClgGrsm",,,0.0,9.158600629330125e+17,4
53,10/5/17 3:43 PM,GSMArc,897321260.0,,-1.0,en,<a href='http://www.google.com/' rel='nofollow'>Google</a>,"Huawei Honor 9i: Huawei Announced October 2017, weight 164g, 5.9 Inches AMOLED Capacitive� https://t.co/hAT2KxnhTL",,,0.0,9.158600533323039e+17,4
54,10/5/17 3:43 PM,LatestBristolUpdates,8.856098720914842e+17,,-1.0,en,<a href='https://twitter.com/BristolLatest' rel='nofollow'>BristolLatest</a>,Check out ? #Huawei deal from #O2 - Huawei E5770 (Black) at ?19.99 on O2 4G Mobile Broadband Refresh (24 M...?https://t.co/hQ7UnpqsRH,,,0.0,9.158599377372856e+17,4
55,10/5/17 3:42 PM,??.??�??O??,3022778090.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @FlipHotDeals: Huawei Honor 9i with 4 Cameras launched in India.
Price : Rs 17,999.

Flipkart Exclusive : https://t.co/YR0dJQQDRO

#Hono�",,,2.0,9.158596338849011e+17,4
56,10/5/17 3:41 PM,R J ???????,2366662086.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @veeratalks: Huawei Company New year gift ? 

Huawei P10 Plus ? 

Thanks Huawei Network Team?? https://t.co/SfuYCCixuL",,,5.0,9.158595500493742e+17,4
57,10/5/17 3:41 PM,Gadgets To Use,94983263.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,Huawei Honor 9i first impressions: More than just good cameras https://t.co/QBggxifzxC https://t.co/2EiWvpl0ID,,,1.0,9.158595342535803e+17,4
58,10/5/17 3:40 PM,Mr.Boldwood ??,421077092.0,,-1.0,en,<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>,"RT @mumakeith: Shortly, @mtnug will be launching the 14th edition of the #MTNMarathon alongside partners; 
@newvisionwire @RwenzoriUg @stan�",,,10.0,9.158593403467612e+17,4
59,10/5/17 3:40 PM,abu-3bdulmalek,2943808183.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @HuaweiArabia: #WhoIsHuawei Did you know that Huawei has shipped �.. Million phones to the region. Fill in the blank to stand a chance t�,,,80.0,9.158593362572531e+17,4
60,10/5/17 3:40 PM,yoshi,7.497877567635825e+17,HUAWEI_Japan_PR,273735355.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,@HUAWEI_Japan_PR Mate 10?,,,0.0,9.15859283224404e+17,4
61,10/5/17 3:40 PM,� Jhay �,16553230.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,Honor 9i debuts with 5.9-inch 18:9 screen and four cameras https://t.co/e9jCKC6yPF https://t.co/qc1mPppj4w,,,0.0,9.158592191522939e+17,4
62,10/5/17 3:40 PM,violeta serediuc,8.803214870262252e+17,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Huawei: Register now for #Huawei�s annual European flagship event, #HCE2017, which will take place Oct. 26-27 in #Berlin: https://t.co/�",,,2.0,9.158591074495896e+17,4
63,10/5/17 3:39 PM,SustainAbility,145692441.0,,-1.0,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"RT @CSREuropeOrg: 7 days left to register 4 our 3rd Sustainability & Innovation Conference, �Connecting the future - ICT & the SDGs�: https�",,,1.0,9.158589668649409e+17,4
64,10/5/17 3:39 PM,Luxury Life,7.223624727584522e+17,,-1.0,en,<a href='https://laquesea.com' rel='nofollow'>LxryLfee</a>,Please RT if you like!! #luxurywatch #watch #luxury #luxurylife Porsche Design Huawei Smartwatch� https://t.co/L3u5JNON82,,,0.0,9.158589660428737e+17,4
65,10/5/17 3:39 PM,Huawei Enterprise IN,8.037714655732204e+17,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"Digital Transformation in the New ICT Era: What�s Going on and What Will Happen Next ? 
For more information >>� https://t.co/r2HRACpOJD",,,0.0,9.158588978938225e+17,4
66,10/5/17 3:38 PM,_( :3??)_bot,604532930.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,"'Honor 9i debuts with 5.9-inch 18:9 screen and four cameras'
Huawei's Honor sub brand has just launched the Honor � https://t.co/TYf9LqybCg",,,0.0,9.158588040460531e+17,4
67,10/5/17 3:37 PM,fusionelectronix.com,1444346588.0,,-1.0,en,<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>,Huawei Kirin 970's smartphone AI will do more than just be your personal assistant - TechNave (press release) (blo� https://t.co/9i1fNjitHY,,,0.0,9.158584039599512e+17,4
68,10/5/17 3:36 PM,gavin.fan,8.543369394865848e+17,WhatsApp,40148479.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"@WhatsApp 
seam the whatsapp had damaged in china
can not connect and login in huawei phone",,,0.0,9.158582393375416e+17,0
69,10/5/17 3:36 PM,Rajkiran S.,2994529285.0,Google,20536157.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Google What about bricked Nexus 6p due to faulty OTA. Huawei is not taking responsibility,,,0.0,9.158582388008835e+17,0
70,10/5/17 3:36 PM,Amit Mishra,8.005498304308388e+17,,-1.0,en,<a href='http://instagram.com' rel='nofollow'>Instagram</a>,Huawei 9I launched -https://t.co/icYfzsshsl� https://t.co/TNZXpgo0Of,,,0.0,9.158581513284648e+17,4
71,10/5/17 3:35 PM,??.?????????,4712148138.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @veeratalks: Huawei Company New year gift ? 

Huawei P10 Plus ? 

Thanks Huawei Network Team?? https://t.co/SfuYCCixuL",,,5.0,9.158579959044096e+17,4
72,10/5/17 3:35 PM,CSR Europe,56367519.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"7 days left to register 4 our 3rd Sustainability & Innovation Conference, �Connecting the future - ICT & the SDGs�:� https://t.co/OBhSO1Vmh1",,,1.0,9.158579443691315e+17,4
73,10/5/17 3:34 PM,Veronica?,7.868185971380716e+17,Federica_e91,9.064524935546675e+17,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@Federica_e91 @ginacand @famedalupi @MetaErmal @mtvema Hai Huawei? Prova con il browser Chrome...,,,0.0,9.15857703989334e+17,4
74,10/5/17 3:33 PM,Rajkiran S.,2994529285.0,sundarpichai,14130366.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@sundarpichai What about bricked Nexus 6p after faulty OTA ? Huawei is not taking responsibility,,,0.0,9.1585750129528e+17,0
75,10/5/17 3:30 PM,Charole ?,90132596.0,,-1.0,en,<a href='http://getfalcon.pro' rel='nofollow'>FalconPro3</a>,Can't wait to see what the Huawei Mate 10 pro really looks like.. Last phone on my list of choices for this year,,,0.0,9.158567230045427e+17,0
76,10/5/17 3:30 PM,Evans Ahenkorah,2957087056.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @DJREUBEN995: Gentle reminder keep smart with Huawei Y-Series 2017 smartphones range. #GoSuperior ? https://t.co/fsC1XGqxyN,,,3.0,9.158567047718872e+17,4
77,10/5/17 3:30 PM,MensXP,40831344.0,,-1.0,en,<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>,"It can take selfie portrait shots too! #Huawei #Honor9i

https://t.co/mbr5i9Inuo",,,0.0,9.158566496839803e+17,0
78,10/5/17 3:29 PM,Huawei Ent-Network,3063983892.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,Huawei�s President of IoT Solutions discussed how Huawei�s EC-IoT solution drives digital transformation #IoTSWC17:� https://t.co/k9Nb30VteC,,,1.0,9.158563753764659e+17,4
79,10/5/17 3:29 PM,Handility,3103866505.0,,-1.0,en,<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>,First Huawei Mate 10 Pro photos show off its glass back and tall display in action https://t.co/WKCta9upFN https://t.co/CGFX2WkOKx,,,0.0,9.158563504999219e+17,4
80,10/5/17 3:28 PM,Monte Szabina,2889395962.0,,-1.0,en,<a href='http://www.google.com/' rel='nofollow'>Google</a>,Huawei Y7 phone 1080p 30fps camera test video https://t.co/WKW252UNT1,,,0.0,9.158562578940109e+17,0
81,10/5/17 3:28 PM,JOE,3207797674.0,mehedih_,2337242269.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,@mehedih_ S8 deserve a better system. Like Huawei.,,,0.0,9.158561460528659e+17,4
82,10/5/17 3:28 PM,Thokozani,548373947.0,,-1.0,en,<a href='https://mobile.twitter.com' rel='nofollow'>Mobile Web (M2)</a>,Anyone willing to recycle a Huawei P7 they no longer need? Please RT. #Twoogle,,,0.0,9.158561428987944e+17,0
83,10/5/17 3:26 PM,Retail International,59045145.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,Huawei to open its first standalone store in MidEast https://t.co/Uzgf8eJUsY,,,0.0,9.158555884830595e+17,0
84,10/5/17 3:25 PM,PhoneBunch,384361304.0,,-1.0,en,<a href='http://www.hootsuite.com' rel='nofollow'>Hootsuite</a>,"Huawei Honor 9i launched in India, first four-camera smartphone from the company - #Honor9i https://t.co/FGPLfPv3n8",,,0.0,9.158555054652006e+17,4
85,10/5/17 3:25 PM,?yan Roy,177552860.0,,-1.0,en,<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>,"#ExploreWithHONOR Much like Huawei 8 Pro, the new Honor 9i also lets users readjust the focus after the photo has been shot @HiHonorIndia",,,0.0,9.15855404281643e+17,4
86,10/5/17 3:24 PM,Energy Renaissance,4721574708.0,,-1.0,en,<a href='https://roundteam.co' rel='nofollow'>RoundTeam</a>,"RT @HuaweiEU: 7 days left to register 4 our 3rd #Sustainability & #Innovation Conf., �Connecting the future - #ICT & the SDGs�: https://t.c�",,,1.0,9.158551805031629e+17,4
87,10/5/17 3:24 PM,redfitzy#mufc,288418157.0,,-1.0,en,<a href='http://www.crowdfireapp.com' rel='nofollow'>Crowdfire - Go Big</a>,New leak of Huawei�s Mate 10 Pro shows its 3 cameras and teases AI https://t.co/J0AjnS91AP,,,0.0,9.158551349739928e+17,4
88,10/5/17 3:23 PM,Vinayak,3269094181.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC�,,,27.0,9.158549672730049e+17,4
89,10/5/17 3:22 PM,Petty McPettyaz,2324229944.0,,-1.0,en,<a href='http://mvilla.it/fenix' rel='nofollow'>Fenix 2 Preview</a>,"Back to note 8, lv 30, Nokia 9, Huawei p10",,,0.0,9.158547131402445e+17,0
90,10/5/17 3:22 PM,The Mobile Indian,78565395.0,HiHonorIndia,3025239456.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,"@HiHonorIndia #ExploreWithHONOR
Checkout the Huawei Honor 9i in Pictures here: 

https://t.co/vYGxxHWZwn https://t.co/bECm1373Uf",,,0.0,9.158546561185464e+17,4
91,10/5/17 3:22 PM,Graham Tilbury,390739818.0,,-1.0,en,<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>,"RT @Huawei: Register now for #Huawei�s annual European flagship event, #HCE2017, which will take place Oct. 26-27 in #Berlin: https://t.co/�",,,2.0,9.158545885568408e+17,4
92,10/5/17 3:21 PM,Faizu Iqbal,3513247032.0,,-1.0,en,<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>,RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC�,,,27.0,9.158545655467622e+17,4
