"Created-At","From-User","From-User-Id","To-User","To-User-Id","Language","Source","Text","Geo-Location-Latitude","Geo-Location-Longitude","Retweet-Count","Id"
10/5/17 4:10 PM,"Hong-Eng Koh (???)",5.72366128E8,,-1.0,"en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","#Cyber security to protect. Cyber intelligence to detect: #DayZero to insider threats. #NBAD #BigData #SocialEngineering #InfoSec #Huawei",,,0.0,9.1586668936703181E17
10/5/17 4:09 PM,"SRS Root",1.208680164E9,,-1.0,"en","<a href='http://www.SRSRoot.com' rel='nofollow'>srsroot-tweet</a>","#SRSRoot: HUAWEI Che1-L04 (Build: Che1-L04C675B520) #Android  6.0.1 Now Supported for #Root at https://t.co/Kq7tuB1Gf0",,,0.0,9.1586664682011443E17
10/5/17 4:09 PM,"?????? ????????",2.89277766E8,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.158665913126953E17
10/5/17 4:09 PM,"hamishharvey",1.8583247E7,"hamishharvey",1.8583247E7,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@Huawei @CPWTweets - you too - phone bought SIM free from you, you told me to get a repair from Huawei. It's actual… https://t.co/dZGrUBZpxQ",,,0.0,9.1586640100455629E17
10/5/17 4:08 PM,"????@????????",3.171364322E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.1586622596763648E17
10/5/17 4:08 PM,"xali",6.30875219E8,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.1586616894196122E17
10/5/17 4:07 PM,"fusionelectronix.com",1.444346588E9,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","Huawei Honor 9i: Specs, four cameras, price and everything you need to know - India Today: https://t.co/snIuRksG08",,,0.0,9.1586595497375334E17
10/5/17 4:07 PM,"Roslund???",2.02543176E8,,-1.0,"en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @HuaweiMobile: Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.1586593965628621E17
10/5/17 4:06 PM,"Huawei Mobile",1.67324989E8,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","Only the toughest survive. See what your #Huawei device has to go through before it gets to you.
https://t.co/P18ocd19pb",,,5.0,9.1586575572767949E17
10/5/17 4:06 PM,"Nisha",2.879119082E9,,-1.0,"en","<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>","Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for ?17999 https://t.co/rTN5WhXNgf https://t.co/aLnPc5j7Iv",,,0.0,9.158657266778112E17
10/5/17 4:06 PM,"Mobipro360",8.1078154776697242E17,,-1.0,"en","<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>","#Huawei #Honor9i with Four Cameras and Kirin 659 released in India at Rs. 17,999 ($277). https://t.co/dKDuxQuK2z… https://t.co/HDOdeM5hlF",,,0.0,9.1586571395657318E17
10/5/17 4:06 PM,"Nayan Mishra",1.092187465E9,,-1.0,"en","<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>","Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for ?17999 https://t.co/oYYtAC8KBa https://t.co/yMUDbg2kuU",,,0.0,9.158657021915095E17
10/5/17 4:06 PM,"GadgetOx",1.743147884E9,,-1.0,"en","<a href='http://publicize.wp.com/' rel='nofollow'>WordPress.com</a>","Honor 9i is the rebranded Huawei Maimang 6 or Nova 2i in India for ?17999 https://t.co/awBziZT4PF https://t.co/UQUsXAgNts",,,0.0,9.1586569391195341E17
10/5/17 4:06 PM,"Rodent950",3.880231565E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Huawei mate 10 pro live pics https://t.co/3hjASeWgSH",,,0.0,9.1586566655250842E17
10/5/17 4:06 PM,"hamishharvey",1.8583247E7,"hamishharvey",1.8583247E7,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@Huawei Classic big company experience - take the money, then treat the customer with utter contempt.",,,0.0,9.1586566036170752E17
10/5/17 4:04 PM,"? Mol ?",3.8686528E7,,-1.0,"en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","This Huawei handset goes with many names: Honor 9i in India, Maimang 6 in China, Nova 2i in Malaysia.

for Indonesia = Huawei Wetrying",,,0.0,9.1586515257399706E17
10/5/17 4:03 PM,"hamishharvey",1.8583247E7,"hamishharvey",1.8583247E7,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@Huawei The case was 'escalated' 8 days ago, to find out what was going on. Nothing since. Just asked again. No more info.",,,0.0,9.1586495862950298E17
10/5/17 4:02 PM,"hamishharvey",1.8583247E7,"Huawei",9.8047213E7,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@Huawei have had my phone now for a month. It's 'awaiting parts' - it's less than a year old.",,,0.0,9.1586465843062784E17
10/5/17 4:01 PM,"MATROJA Rudra",3.66815823E8,"_MrsMusic",5.79020772E8,"en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","@_MrsMusic Huawei/meizu and all those Chinese brands have absolutely no real support in case of an issue (and there… https://t.co/BEPfm2Xwsb",,,0.0,9.158645725647872E17
10/5/17 4:01 PM,"Huawei Middle East",3.77238059E8,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","We are launching a WhitePaper w/ @Deloitte on #DigitalTransformation during #HID17, 08-OCT. REGISTER HERE to attend… https://t.co/81aDIbSsxs",,,1.0,9.158645629808681E17
10/5/17 4:01 PM,"Max Colin",4.328518641E9,,-1.0,"en","<a href='http://www.google.com/' rel='nofollow'>Google</a>","Take A Look At fresh Huawei cell smartphone Mate ten Pro Renders https://t.co/9Qw799G880",,,0.0,9.1586445932276531E17
10/5/17 4:00 PM,"Joey",1.76786505E8,"Super_Ba_Ngezah",1.17065934E8,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Super_Ba_Ngezah @Kucci_hearty Mwansa... Huawei....  Its for my eyes only",,,0.0,9.1586432135117619E17
10/5/17 4:00 PM,"Deepanker Verma",6.6787992E7,,-1.0,"en","<a href='https://social.techlomedia.in/' rel='nofollow'>TMedia Social</a>","RT @TheTechloMedia: Huawei Honor 9i with 5.9 inch FullView Display & 4 cameras launched https://t.co/1XHPTIRt1Q 
#Honor #Honor9i #ExploreWi…",,,6.0,9.1586425072745267E17
10/5/17 3:59 PM,"KiNg LiSA",2.419586831E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","Working with Chinese people is so hectic. Huawei guys can make u cry",,,0.0,9.1586389671553434E17
10/5/17 3:57 PM,"IndiaTodayTech",4.891628773E9,,-1.0,"en","<a href='http://www.hootsuite.com' rel='nofollow'>Hootsuite</a>","Huawei Honor 9i: Specs, four cameras, price and everything you need to know, writes @shobhit_tech 

https://t.co/MJtalG4vkY",,,0.0,9.1586342585889178E17
10/5/17 3:57 PM,"mdroid",2.387480204E9,,-1.0,"en","<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>","For those who have yet to witness the beauty of Huawei Nova 2i, check out its looks from different angle here ! 
https://t.co/Ed4H1JMnaJ",,,0.0,9.1586339720756019E17
10/5/17 3:55 PM,"Gulshan Yadav",2.184926258E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @thisisgulshan: Huawei Beats #Apple to Become Top #Smartphone Brand in China: Survey https://t.co/4xgSZlhlyg",,,1.0,9.158630475534336E17
10/5/17 3:55 PM,"L U D W E ??",2.783477104E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","I don't know if is this Huawei or MTN who's chowing my DATA",,,0.0,9.1586296557599539E17
10/5/17 3:54 PM,"tricksandtech",8.8396011949046579E17,,-1.0,"en","<a href='http://www.google.com/' rel='nofollow'>Google</a>","Huawei Honor 9i ||04/10/2017 (LAUNCHED TODAY)||: https://t.co/JHPW910D89 via @YouTube",,,0.0,9.1586273252788224E17
10/5/17 3:53 PM,"Tullia Capovilla",2.28708925E8,,-1.0,"en","<a href='http://twitter.com/download/iphone' rel='nofollow'>Twitter for iPhone</a>","RT @SAPInMemory: HANA express edition is now available in Google Cloud Launcher, Huawei Cloud, and Microsoft Azure Marketplace! https://t.c…",,,6.0,9.1586243817156198E17
10/5/17 3:51 PM,"Panoply Digital",3.005603707E9,,-1.0,"en","<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>","Digital divides and accumulated advantage: Huawei Global #Connectivity Index & Business of #Education in #Africa… https://t.co/rbpKKzSUTV",,,0.0,9.1586190526846566E17
10/5/17 3:49 PM,"iiNet",1.6464855E7,"goilea",2.4066001E7,"en","<a href='http://engager.brandembassy.com/' rel='nofollow'>Social Care</a>","@goilea https://t.co/Q9bt7PK6EA - For NBN HFC connections we only support the Cable Gateway supplied by us (Huawei HG659) - @ii_cMay",,,0.0,9.1586158470204211E17
10/5/17 3:48 PM,"ITUstad.com",3.008954304E9,,-1.0,"en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","Huawei Mobile Is Not Turning On Or Charging. Plz Help https://t.co/Gs5be8euZZ",,,0.0,9.1586126501616435E17
10/5/17 3:47 PM,"?????? ????????",2.89277766E8,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC…",,,27.0,9.1586091466186752E17
10/5/17 3:46 PM,"Aju",7.9007983418991821E17,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @gadgetstouse: Huawei Honor 9i first impressions: More than just good cameras https://t.co/QBggxifzxC https://t.co/2EiWvpl0ID",,,1.0,9.1586071429147443E17
10/5/17 3:45 PM,"OnlineBiz Motivation",8.3779793884382413E17,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","Huawei Honor 9i with four cameras launched in India at Rs 17999 https://t.co/M79Y2mjifw",,,0.0,9.1586060054636544E17
10/5/17 3:45 PM,"Enrique Marron",1.72378076E8,,-1.0,"en","<a href='http://www.linkedin.com/' rel='nofollow'>LinkedIn</a>","Huawei starting to get serious about Blockchain technology. https://t.co/Z8oJcm1oTr",,,0.0,9.1586049081493504E17
10/5/17 3:43 PM,"Phil Owen",2.5659776E7,,-1.0,"en","<a href='http://www.tweetings.net' rel='nofollow'>Tweetings for Android</a>","#Mersey sunrise, #Liverpool #huawei https://t.co/NSSClgGrsm",,,0.0,9.1586006293301248E17
10/5/17 3:43 PM,"GSMArc",8.9732126E8,,-1.0,"en","<a href='http://www.google.com/' rel='nofollow'>Google</a>","Huawei Honor 9i: Huawei Announced October 2017, weight 164g, 5.9 Inches AMOLED Capacitive… https://t.co/hAT2KxnhTL",,,0.0,9.1586005333230387E17
10/5/17 3:43 PM,"LatestBristolUpdates",8.8560987209148416E17,,-1.0,"en","<a href='https://twitter.com/BristolLatest' rel='nofollow'>BristolLatest</a>","Check out ? #Huawei deal from #O2 - Huawei E5770 (Black) at ?19.99 on O2 4G Mobile Broadband Refresh (24 M...?https://t.co/hQ7UnpqsRH",,,0.0,9.1585993773728563E17
10/5/17 3:42 PM,"??.??ß??O??",3.02277809E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @FlipHotDeals: Huawei Honor 9i with 4 Cameras launched in India.
Price : Rs 17,999.

Flipkart Exclusive : https://t.co/YR0dJQQDRO

#Hono…",,,2.0,9.1585963388490138E17
10/5/17 3:41 PM,"R J ???????",2.366662086E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @veeratalks: Huawei Company New year gift ? 

Huawei P10 Plus ? 

Thanks Huawei Network Team?? https://t.co/SfuYCCixuL",,,5.0,9.1585955004937421E17
10/5/17 3:41 PM,"Gadgets To Use",9.4983263E7,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","Huawei Honor 9i first impressions: More than just good cameras https://t.co/QBggxifzxC https://t.co/2EiWvpl0ID",,,1.0,9.1585953425358029E17
10/5/17 3:40 PM,"Mr.Boldwood ??",4.21077092E8,,-1.0,"en","<a href='https://mobile.twitter.com' rel='nofollow'>Twitter Lite</a>","RT @mumakeith: Shortly, @mtnug will be launching the 14th edition of the #MTNMarathon alongside partners; 
@newvisionwire @RwenzoriUg @stan…",,,10.0,9.1585934034676122E17
10/5/17 3:40 PM,"abu-3bdulmalek",2.943808183E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HuaweiArabia: #WhoIsHuawei Did you know that Huawei has shipped ….. Million phones to the region. Fill in the blank to stand a chance t…",,,80.0,9.1585933625725338E17
10/5/17 3:40 PM,"yoshi",7.4978775676358246E17,"HUAWEI_Japan_PR",2.73735355E8,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@HUAWEI_Japan_PR Mate 10?",,,0.0,9.1585928322440397E17
10/5/17 3:40 PM,"• Jhay •",1.655323E7,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","Honor 9i debuts with 5.9-inch 18:9 screen and four cameras https://t.co/e9jCKC6yPF https://t.co/qc1mPppj4w",,,0.0,9.1585921915229389E17
10/5/17 3:40 PM,"violeta serediuc",8.8032148702622515E17,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Huawei: Register now for #Huawei’s annual European flagship event, #HCE2017, which will take place Oct. 26-27 in #Berlin: https://t.co/…",,,2.0,9.1585910744958976E17
10/5/17 3:39 PM,"SustainAbility",1.45692441E8,,-1.0,"en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","RT @CSREuropeOrg: 7 days left to register 4 our 3rd Sustainability & Innovation Conference, ‘Connecting the future - ICT & the SDGs’: https…",,,1.0,9.1585896686494106E17
10/5/17 3:39 PM,"Luxury Life",7.2236247275845222E17,,-1.0,"en","<a href='https://laquesea.com' rel='nofollow'>LxryLfee</a>","Please RT if you like!! #luxurywatch #watch #luxury #luxurylife Porsche Design Huawei Smartwatch… https://t.co/L3u5JNON82",,,0.0,9.1585896604287386E17
10/5/17 3:39 PM,"Huawei Enterprise IN",8.0377146557322035E17,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","Digital Transformation in the New ICT Era: What’s Going on and What Will Happen Next ? 
For more information >>… https://t.co/r2HRACpOJD",,,0.0,9.1585889789382246E17
10/5/17 3:38 PM,"_( :3??)_bot",6.0453293E8,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","'Honor 9i debuts with 5.9-inch 18:9 screen and four cameras'
Huawei's Honor sub brand has just launched the Honor … https://t.co/TYf9LqybCg",,,0.0,9.1585880404605338E17
10/5/17 3:37 PM,"fusionelectronix.com",1.444346588E9,,-1.0,"en","<a href='https://ifttt.com' rel='nofollow'>IFTTT</a>","Huawei Kirin 970's smartphone AI will do more than just be your personal assistant - TechNave (press release) (blo… https://t.co/9i1fNjitHY",,,0.0,9.1585840395995136E17
10/5/17 3:36 PM,"gavin.fan",8.5433693948658483E17,"WhatsApp",4.0148479E7,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@WhatsApp 
seam the whatsapp had damaged in china
can not connect and login in huawei phone",,,0.0,9.1585823933754163E17
10/5/17 3:36 PM,"Rajkiran S.",2.994529285E9,"Google",2.0536157E7,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Google What about bricked Nexus 6p due to faulty OTA. Huawei is not taking responsibility",,,0.0,9.1585823880088371E17
10/5/17 3:36 PM,"Amit Mishra",8.0054983043083878E17,,-1.0,"en","<a href='http://instagram.com' rel='nofollow'>Instagram</a>","Huawei 9I launched -https://t.co/icYfzsshsl… https://t.co/TNZXpgo0Of",,,0.0,9.158581513284649E17
10/5/17 3:35 PM,"??.?????????",4.712148138E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @veeratalks: Huawei Company New year gift ? 

Huawei P10 Plus ? 

Thanks Huawei Network Team?? https://t.co/SfuYCCixuL",,,5.0,9.158579959044096E17
10/5/17 3:35 PM,"CSR Europe",5.6367519E7,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","7 days left to register 4 our 3rd Sustainability & Innovation Conference, ‘Connecting the future - ICT & the SDGs’:… https://t.co/OBhSO1Vmh1",,,1.0,9.1585794436913152E17
10/5/17 3:34 PM,"Veronica?",7.8681859713807155E17,"Federica_e91",9.0645249355466752E17,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@Federica_e91 @ginacand @famedalupi @MetaErmal @mtvema Hai Huawei? Prova con il browser Chrome...",,,0.0,9.1585770398933402E17
10/5/17 3:33 PM,"Rajkiran S.",2.994529285E9,"sundarpichai",1.4130366E7,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@sundarpichai What about bricked Nexus 6p after faulty OTA ? Huawei is not taking responsibility",,,0.0,9.1585750129528013E17
10/5/17 3:30 PM,"Charole ?",9.0132596E7,,-1.0,"en","<a href='http://getfalcon.pro' rel='nofollow'>FalconPro3</a>","Can't wait to see what the Huawei Mate 10 pro really looks like.. Last phone on my list of choices for this year",,,0.0,9.1585672300454298E17
10/5/17 3:30 PM,"Evans Ahenkorah",2.957087056E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @DJREUBEN995: Gentle reminder keep smart with Huawei Y-Series 2017 smartphones range. #GoSuperior ? https://t.co/fsC1XGqxyN",,,3.0,9.158567047718871E17
10/5/17 3:30 PM,"MensXP",4.0831344E7,,-1.0,"en","<a href='http://bufferapp.com' rel='nofollow'>Buffer</a>","It can take selfie portrait shots too! #Huawei #Honor9i

https://t.co/mbr5i9Inuo",,,0.0,9.1585664968398029E17
10/5/17 3:29 PM,"Huawei Ent-Network",3.063983892E9,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","Huawei’s President of IoT Solutions discussed how Huawei’s EC-IoT solution drives digital transformation #IoTSWC17:… https://t.co/k9Nb30VteC",,,1.0,9.1585637537646592E17
10/5/17 3:29 PM,"Handility",3.103866505E9,,-1.0,"en","<a href='https://dlvrit.com/' rel='nofollow'>dlvr.it</a>","First Huawei Mate 10 Pro photos show off its glass back and tall display in action https://t.co/WKCta9upFN https://t.co/CGFX2WkOKx",,,0.0,9.1585635049992192E17
10/5/17 3:28 PM,"Monte Szabina",2.889395962E9,,-1.0,"en","<a href='http://www.google.com/' rel='nofollow'>Google</a>","Huawei Y7 phone 1080p 30fps camera test video https://t.co/WKW252UNT1",,,0.0,9.1585625789401088E17
10/5/17 3:28 PM,"JOE",3.207797674E9,"mehedih_",2.337242269E9,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","@mehedih_ S8 deserve a better system. Like Huawei.",,,0.0,9.1585614605286605E17
10/5/17 3:28 PM,"Thokozani",5.48373947E8,,-1.0,"en","<a href='https://mobile.twitter.com' rel='nofollow'>Mobile Web (M2)</a>","Anyone willing to recycle a Huawei P7 they no longer need? Please RT. #Twoogle",,,0.0,9.158561428987945E17
10/5/17 3:26 PM,"Retail International",5.9045145E7,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","Huawei to open its first standalone store in MidEast https://t.co/Uzgf8eJUsY",,,0.0,9.1585558848305971E17
10/5/17 3:25 PM,"PhoneBunch",3.84361304E8,,-1.0,"en","<a href='http://www.hootsuite.com' rel='nofollow'>Hootsuite</a>","Huawei Honor 9i launched in India, first four-camera smartphone from the company - #Honor9i https://t.co/FGPLfPv3n8",,,0.0,9.1585550546520064E17
10/5/17 3:25 PM,"?yan Roy",1.7755286E8,,-1.0,"en","<a href='https://about.twitter.com/products/tweetdeck' rel='nofollow'>TweetDeck</a>","#ExploreWithHONOR Much like Huawei 8 Pro, the new Honor 9i also lets users readjust the focus after the photo has been shot @HiHonorIndia",,,0.0,9.1585540428164301E17
10/5/17 3:24 PM,"Energy Renaissance",4.721574708E9,,-1.0,"en","<a href='https://roundteam.co' rel='nofollow'>RoundTeam</a>","RT @HuaweiEU: 7 days left to register 4 our 3rd #Sustainability & #Innovation Conf., ‘Connecting the future - #ICT & the SDGs’: https://t.c…",,,1.0,9.1585518050316288E17
10/5/17 3:24 PM,"redfitzy#mufc",2.88418157E8,,-1.0,"en","<a href='http://www.crowdfireapp.com' rel='nofollow'>Crowdfire - Go Big</a>","New leak of Huawei’s Mate 10 Pro shows its 3 cameras and teases AI https://t.co/J0AjnS91AP",,,0.0,9.1585513497399296E17
10/5/17 3:23 PM,"Vinayak",3.269094181E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC…",,,27.0,9.1585496727300506E17
10/5/17 3:22 PM,"Petty McPettyaz",2.324229944E9,,-1.0,"en","<a href='http://mvilla.it/fenix' rel='nofollow'>Fenix 2 Preview</a>","Back to note 8, lv 30, Nokia 9, Huawei p10",,,0.0,9.1585471314024448E17
10/5/17 3:22 PM,"The Mobile Indian",7.8565395E7,"HiHonorIndia",3.025239456E9,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","@HiHonorIndia #ExploreWithHONOR
Checkout the Huawei Honor 9i in Pictures here: 

https://t.co/vYGxxHWZwn https://t.co/bECm1373Uf",,,0.0,9.1585465611854643E17
10/5/17 3:22 PM,"Graham Tilbury",3.90739818E8,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @Huawei: Register now for #Huawei’s annual European flagship event, #HCE2017, which will take place Oct. 26-27 in #Berlin: https://t.co/…",,,2.0,9.1585458855684096E17
10/5/17 3:21 PM,"Faizu Iqbal",3.513247032E9,,-1.0,"en","<a href='http://twitter.com' rel='nofollow'>Twitter Web Client</a>","RT @HiHonorIndia: 1 out of 4 Indians using an Huawei solution says @psanjeevbrave at the #Honor event. #ExploreWithHONOR https://t.co/F4FNC…",,,27.0,9.1585456554676224E17
10/5/17 3:21 PM,"????? ?????????",2.266648833E9,,-1.0,"en","<a href='http://twitter.com/download/android' rel='nofollow'>Twitter for Android</a>","RT @veeratalks: Huawei Company New year gift ? 

Huawei P10 Plus ? 

Thanks Huawei Network Team?? https://t.co/SfuYCCixuL",,,5.0,9.158544831078359E17
